,ActualWarrenty,CompanyWarranty,ContactForce,Cracks,CurrentFlow,DateTime,DeviceCategory,DeviceSpeed,DynamicAcceleration,EnvTemperature,HeatGenerated,Humidity,ImpactAcceleration,LateralAcceleration,Latitude,Longitude,Noofdevices,RepairedNo,Strain,StructureDistortion,StructureMovement,TransverseDeformation,UsagePerDay,VerticalContactForce,VerticalDisplacement,Vibration:,Voltage,WindSpeed,category
1349,20,1,3549,1,16,2017-09-03,Fastening Systems,1358,151,26,81,55,29,145,64,8,3,4,6,3,1,0,3,1541,2,206,195,50,Power Tools
1350,25,1,5861,1,16,2017-09-04,Diamond Tools,1175,73,20,42,63,3,133,31,18,54,2,5,9,7,8,13,1080,9,0,216,33,Power Tools
1351,26,1,8774,0,16,2017-09-04,Drilling and Demolition Tools,1407,225,29,59,38,16,160,64,52,3,3,5,7,10,3,23,1087,11,174,209,27,Power Tools
1352,51,1,6104,0,16,2017-09-04,Measuring Tools,724,137,45,84,58,26,27,50,137,3,1,1,6,4,2,5,1409,41,215,186,24,Power Tools
1353,37,1,5722,0,16,2017-09-04,Cordless Power Tools,971,55,59,76,92,20,148,32,90,16,5,4,4,1,7,4,1330,25,244,170,35,Power Tools
1354,40,1,1409,0,16,2017-09-04,Fastening Systems,1432,1,23,69,83,27,56,85,97,10,3,5,1,2,3,5,1540,32,107,190,42,Power Tools
1355,52,1,2642,0,16,2017-09-05,Diamond Tools,1918,123,35,80,85,11,61,7,140,16,0,5,4,5,7,15,1359,39,112,219,24,Power Tools
1356,2,1,4304,0,16,2017-09-05,Drilling and Demolition Tools,981,75,20,41,74,18,26,85,147,24,0,9,7,8,9,14,1033,9,120,165,0,Power Tools
1357,37,1,9346,0,16,2017-09-05,Measuring Tools,1910,92,44,64,76,30,221,51,48,7,3,0,3,6,0,6,1300,17,111,189,29,Power Tools
1358,19,1,2103,1,16,2017-09-05,Cordless Power Tools,1053,172,49,72,30,29,217,31,66,13,1,8,10,5,2,2,1064,2,226,158,30,Power Tools
1359,48,1,2139,1,16,2017-09-05,Fastening Systems,1894,190,30,96,30,25,43,45,117,35,5,10,7,8,7,7,1634,38,161,258,23,Power Tools
1360,41,1,3626,1,16,2017-09-06,Diamond Tools,551,24,27,83,62,0,192,22,133,35,1,5,3,6,8,24,1033,20,25,170,43,Power Tools
1361,19,1,5537,1,16,2017-09-06,Drilling and Demolition Tools,919,8,33,57,52,3,198,16,104,46,1,4,9,7,6,17,1815,22,76,157,8,Power Tools
1362,18,1,3483,1,16,2017-09-06,Measuring Tools,1988,190,55,42,65,10,102,61,28,15,3,5,10,1,5,23,1372,35,35,200,39,Power Tools
1363,29,1,6409,1,16,2017-09-06,Cordless Power Tools,1782,9,56,89,76,25,168,60,65,52,2,7,6,5,9,15,1425,10,67,164,33,Power Tools
1364,40,1,5876,0,16,2017-09-06,Fastening Systems,1331,157,46,47,99,1,159,30,71,43,2,9,6,2,8,15,1474,16,99,217,31,Power Tools
1365,28,1,7337,0,16,2017-09-07,Diamond Tools,1538,216,25,50,90,15,98,52,43,20,5,6,2,5,9,17,1389,17,23,251,3,Power Tools
1366,30,1,6081,1,16,2017-09-07,Drilling and Demolition Tools,1963,46,52,82,85,11,199,0,111,19,3,8,7,2,9,6,1801,33,38,219,46,Power Tools
1367,26,1,4931,0,16,2017-09-07,Measuring Tools,1580,194,21,63,99,9,84,7,69,49,0,1,9,0,6,16,1469,25,4,237,50,Power Tools
1368,36,1,1378,1,16,2017-09-07,Cordless Power Tools,1097,206,43,55,99,16,213,62,37,44,5,3,6,4,9,14,1054,15,31,235,9,Power Tools
1369,48,1,1521,1,16,2017-09-07,Fastening Systems,1493,146,53,52,88,8,186,73,129,58,5,4,6,3,5,10,1646,33,170,154,18,Power Tools
1370,12,1,4161,1,16,2017-09-08,Diamond Tools,1846,137,47,96,60,21,27,85,132,34,3,0,9,0,10,3,1530,39,158,216,30,Power Tools
1371,19,1,8240,1,16,2017-09-08,Drilling and Demolition Tools,692,99,59,75,100,1,131,78,180,14,1,8,6,0,6,23,1308,28,207,162,25,Power Tools
1372,35,1,1869,1,16,2017-09-08,Measuring Tools,1317,245,46,91,43,13,202,55,99,54,1,4,7,8,4,19,1798,10,0,241,11,Power Tools
1373,9,1,4337,1,16,2017-09-08,Cordless Power Tools,1826,56,26,90,65,17,188,80,26,38,1,0,10,1,5,13,1087,33,48,235,30,Power Tools
1374,52,1,3460,0,16,2017-09-08,Fastening Systems,1330,85,38,49,35,22,25,22,117,22,3,0,1,9,10,11,1437,33,218,167,28,Power Tools
1375,6,1,6082,1,16,2017-09-09,Diamond Tools,1312,205,43,56,67,14,137,11,29,42,5,4,10,10,0,6,1704,45,129,198,41,Power Tools
1376,6,1,5122,1,16,2017-09-09,Drilling and Demolition Tools,1564,26,43,52,47,7,135,38,72,57,3,5,7,0,4,13,1828,26,157,174,21,Power Tools
1377,36,1,6706,1,16,2017-09-09,Measuring Tools,1076,192,48,68,71,23,57,68,67,25,4,2,7,2,8,22,1647,26,167,219,17,Power Tools
1378,5,1,1271,0,16,2017-09-09,Cordless Power Tools,1366,94,38,83,41,3,127,6,28,14,2,10,1,7,1,16,1134,43,216,157,37,Power Tools
1379,33,1,2681,1,16,2017-09-09,Fastening Systems,1453,40,27,42,64,18,103,4,71,7,0,9,7,0,1,17,1321,13,199,242,1,Power Tools
1380,17,1,4278,0,16,2017-09-10,Diamond Tools,935,177,36,59,63,9,174,30,5,13,5,6,2,1,7,10,1169,21,178,177,0,Power Tools
1381,48,1,9531,1,16,2017-09-10,Drilling and Demolition Tools,698,180,33,82,61,22,0,69,96,2,5,9,6,7,3,19,1324,25,4,181,11,Power Tools
1382,15,1,7334,0,16,2017-09-10,Measuring Tools,989,154,37,56,87,28,209,37,110,43,0,9,6,9,5,2,1546,45,134,175,14,Power Tools
1383,17,1,5907,1,16,2017-09-10,Cordless Power Tools,1114,173,54,70,68,8,228,74,8,32,5,8,0,9,2,12,1920,18,136,174,48,Power Tools
1384,48,1,8754,1,16,2017-09-10,Fastening Systems,922,237,56,60,66,2,237,36,85,8,2,7,10,3,3,8,1586,30,84,160,8,Power Tools
1385,43,1,5016,0,16,2017-09-11,Diamond Tools,1494,76,49,66,94,30,245,12,108,4,0,6,5,0,4,24,1961,50,75,226,35,Power Tools
1386,6,1,5252,0,16,2017-09-11,Drilling and Demolition Tools,1616,28,32,46,66,20,52,34,158,43,3,10,3,6,4,2,1565,18,70,183,20,Power Tools
1387,40,1,6314,0,16,2017-09-11,Measuring Tools,547,22,32,52,56,22,206,85,16,12,2,10,1,5,1,24,1024,3,67,152,37,Power Tools
1388,39,1,3198,0,16,2017-09-11,Cordless Power Tools,1774,197,57,87,94,18,44,78,8,23,0,6,10,5,6,9,1269,6,160,235,38,Power Tools
1389,20,1,5697,1,16,2017-09-11,Fastening Systems,1607,152,57,99,93,29,214,78,130,18,2,0,3,0,4,8,1306,18,101,186,9,Power Tools
1390,25,1,4105,1,16,2017-09-12,Diamond Tools,1891,151,42,86,78,26,93,76,107,42,4,8,0,5,10,20,1967,26,200,173,46,Power Tools
1391,27,1,4939,0,16,2017-09-12,Drilling and Demolition Tools,1262,183,58,86,36,27,98,41,35,13,3,3,3,7,3,13,1879,6,39,159,15,Power Tools
1392,15,1,7141,0,16,2017-09-12,Measuring Tools,846,142,21,81,99,28,25,25,128,10,2,8,6,2,2,1,1374,12,194,223,29,Power Tools
1393,35,1,2624,0,16,2017-09-12,Cordless Power Tools,666,189,41,51,95,11,22,23,94,52,4,1,7,5,7,13,1450,38,162,222,15,Power Tools
1394,47,1,4014,1,16,2017-09-12,Fastening Systems,1767,128,45,72,44,19,24,60,25,52,4,0,1,0,4,5,1375,24,236,191,22,Power Tools
1395,39,1,5914,1,16,2017-09-13,Diamond Tools,1186,48,33,80,37,3,17,47,45,13,2,0,1,8,2,17,1211,37,146,262,18,Power Tools
1396,21,1,3952,0,16,2017-09-13,Drilling and Demolition Tools,735,118,33,60,68,15,18,40,3,21,0,4,7,2,6,0,1940,45,110,226,2,Power Tools
1397,50,1,7683,0,16,2017-09-13,Measuring Tools,1806,150,48,68,57,0,91,0,84,28,1,6,3,7,7,3,1669,35,42,231,10,Power Tools
1398,2,1,8799,1,16,2017-09-13,Cordless Power Tools,582,152,35,100,76,9,66,90,74,52,2,4,7,5,9,12,1613,42,46,230,27,Power Tools
1399,34,1,4034,0,16,2017-09-13,Fastening Systems,1465,126,39,88,94,19,152,68,144,2,5,6,0,8,1,5,1966,27,205,199,23,Power Tools
1400,42,1,2241,1,16,2017-09-14,Diamond Tools,762,193,28,97,44,19,0,3,149,36,5,0,0,8,8,18,1535,5,165,253,1,Power Tools
1401,35,1,6934,1,16,2017-09-14,Drilling and Demolition Tools,1681,18,31,89,38,22,126,76,164,27,1,2,1,2,8,15,1477,43,138,260,1,Power Tools
1402,31,1,9663,1,16,2017-09-14,Measuring Tools,1916,180,37,66,62,4,166,31,155,21,1,1,5,9,1,11,1895,17,77,244,18,Power Tools
1403,11,1,9217,1,16,2017-09-14,Cordless Power Tools,542,128,39,56,99,5,205,35,95,58,0,0,9,3,10,17,1597,18,137,253,48,Power Tools
1404,38,1,7118,0,16,2017-09-14,Fastening Systems,1342,239,23,76,79,15,193,6,30,50,4,4,8,2,4,9,1488,12,95,263,1,Power Tools
1405,25,1,8079,1,16,2017-09-15,Diamond Tools,1184,205,26,57,84,27,50,33,36,20,1,8,8,7,3,1,1738,3,122,224,25,Power Tools
1406,39,1,7475,1,16,2017-09-15,Drilling and Demolition Tools,804,177,58,74,71,25,89,72,31,4,3,3,9,10,7,16,1430,46,55,207,40,Power Tools
1407,44,1,8142,0,16,2017-09-15,Measuring Tools,619,41,21,84,44,10,203,17,160,58,4,6,4,3,0,24,1772,49,135,254,23,Power Tools
1408,11,1,1651,1,16,2017-09-15,Cordless Power Tools,1520,135,57,95,47,10,119,2,82,58,0,9,4,2,0,4,1364,34,8,216,9,Power Tools
1409,41,1,4676,1,16,2017-09-15,Fastening Systems,1406,135,44,80,37,27,222,74,10,40,5,6,0,0,5,18,1649,32,143,185,42,Power Tools
1410,20,1,1964,0,16,2017-09-16,Diamond Tools,1771,151,35,51,71,1,98,12,157,45,5,8,1,10,4,15,1427,18,117,161,42,Power Tools
1411,31,1,9776,0,16,2017-09-16,Drilling and Demolition Tools,708,34,37,94,77,9,113,75,54,16,3,0,2,8,0,23,1994,16,33,165,21,Power Tools
1412,16,1,7247,0,16,2017-09-16,Measuring Tools,1887,109,43,40,52,11,226,38,154,14,0,4,4,0,3,17,1720,38,79,159,48,Power Tools
1413,12,1,9604,1,16,2017-09-16,Cordless Power Tools,617,66,24,43,84,8,120,79,173,0,3,0,6,3,8,21,1872,48,47,218,46,Power Tools
1414,8,1,7932,0,16,2017-09-16,Fastening Systems,734,230,20,84,44,0,84,32,66,59,4,9,10,1,6,23,1241,27,8,204,0,Power Tools
1415,3,1,1467,1,16,2017-09-17,Diamond Tools,1988,12,44,55,74,2,114,25,5,45,2,2,1,2,7,4,1694,46,213,239,38,Power Tools
1416,32,1,9531,0,16,2017-09-17,Drilling and Demolition Tools,891,210,39,99,99,24,47,1,119,30,5,3,8,6,6,4,1962,14,22,166,34,Power Tools
1417,7,1,4233,1,16,2017-09-17,Measuring Tools,1467,33,35,62,32,20,12,84,29,55,3,2,3,7,1,19,1556,41,58,175,37,Power Tools
1418,30,1,8583,0,16,2017-09-17,Cordless Power Tools,1885,79,50,59,85,21,68,21,71,36,3,5,5,0,8,12,1395,35,156,196,7,Power Tools
1419,39,1,9493,1,16,2017-09-17,Fastening Systems,1280,158,39,72,50,24,191,2,14,58,2,4,2,7,8,20,1229,10,30,164,27,Power Tools
1420,2,1,1406,0,16,2017-09-18,Diamond Tools,984,144,53,98,57,15,147,69,72,5,4,2,5,9,8,19,1284,29,138,251,30,Power Tools
1421,46,1,8066,0,16,2017-09-18,Drilling and Demolition Tools,1733,98,53,68,49,27,204,2,20,48,1,3,10,4,5,23,1464,41,187,240,46,Power Tools
1422,35,1,3793,1,16,2017-09-18,Measuring Tools,1845,154,57,50,52,27,12,61,133,36,1,1,6,5,9,3,1291,29,217,199,33,Power Tools
1423,18,1,6482,0,16,2017-09-18,Cordless Power Tools,1812,209,34,68,82,8,200,37,36,28,4,6,10,10,3,2,1823,4,236,215,26,Power Tools
1424,10,1,1155,0,16,2017-09-18,Fastening Systems,1947,7,25,79,64,19,123,50,100,17,3,8,1,6,0,18,1335,44,101,164,35,Power Tools
1425,29,1,8553,1,16,2017-09-19,Diamond Tools,554,156,53,47,63,6,120,27,130,54,1,10,10,1,4,16,1128,18,164,244,32,Power Tools
1426,24,1,3607,1,16,2017-09-19,Drilling and Demolition Tools,1871,126,42,54,88,12,184,82,95,17,4,8,6,2,4,12,1196,39,87,253,8,Power Tools
1427,2,1,4965,0,16,2017-09-19,Measuring Tools,825,27,42,86,49,26,72,12,81,20,1,9,5,3,1,7,1889,22,214,266,38,Power Tools
1428,35,1,1361,0,16,2017-09-19,Cordless Power Tools,1400,71,22,91,50,27,163,52,102,57,2,9,7,0,3,17,1766,7,193,217,35,Power Tools
1429,5,1,1017,0,16,2017-09-19,Fastening Systems,1716,23,41,52,96,10,243,5,0,31,3,0,5,2,1,23,1362,43,49,173,7,Power Tools
1430,40,1,8535,0,16,2017-09-20,Diamond Tools,1686,99,36,47,77,29,12,33,33,37,0,10,2,9,5,13,1780,8,37,246,16,Power Tools
1431,22,1,6101,0,16,2017-09-20,Drilling and Demolition Tools,818,110,44,90,74,18,131,5,107,15,4,0,8,9,2,23,1749,14,50,260,27,Power Tools
1432,14,1,8741,0,16,2017-09-20,Measuring Tools,934,85,34,58,58,20,61,18,130,0,5,4,8,3,5,9,1423,23,144,232,16,Power Tools
1433,50,1,9700,1,16,2017-09-20,Cordless Power Tools,1854,83,41,80,35,6,70,30,21,9,2,7,4,5,1,24,1755,26,28,240,31,Power Tools
1434,28,1,4919,1,16,2017-09-20,Fastening Systems,1095,7,23,48,43,27,130,21,112,30,0,0,7,7,9,21,1074,48,78,253,26,Power Tools
1435,26,1,8728,0,16,2017-09-21,Diamond Tools,1957,162,34,66,66,6,185,49,25,8,2,0,6,0,2,11,1286,25,105,235,20,Power Tools
1436,5,1,1836,0,16,2017-09-21,Drilling and Demolition Tools,1435,164,43,54,64,25,12,6,24,6,0,0,3,0,5,20,1934,19,117,203,23,Power Tools
1437,36,1,8086,1,16,2017-09-21,Measuring Tools,869,117,25,90,37,13,182,4,137,49,5,2,4,2,7,3,1081,47,210,217,31,Power Tools
1438,13,1,8610,0,16,2017-09-21,Cordless Power Tools,1989,68,30,92,47,25,206,56,80,21,5,7,9,9,3,4,1555,48,163,240,31,Power Tools
1439,51,1,7748,0,16,2017-09-21,Fastening Systems,1866,122,46,78,74,13,162,63,8,41,4,10,5,6,3,9,1860,23,12,224,15,Power Tools
1440,20,1,8550,0,16,2017-09-22,Diamond Tools,1720,152,54,43,61,21,128,9,25,8,0,3,7,6,7,5,1893,46,36,255,43,Power Tools
1441,12,1,9014,1,16,2017-09-22,Drilling and Demolition Tools,1399,53,59,100,33,23,197,13,83,29,2,1,6,6,3,22,1893,31,61,269,43,Power Tools
1442,18,1,2020,1,16,2017-09-22,Measuring Tools,589,130,33,78,48,25,129,28,19,7,2,3,7,8,4,0,1348,5,230,171,28,Power Tools
1443,39,1,1133,0,16,2017-09-22,Cordless Power Tools,1229,0,40,99,90,7,132,13,166,49,3,2,10,10,4,1,1196,28,42,163,35,Power Tools
1444,7,1,4838,1,16,2017-09-22,Fastening Systems,1902,20,60,71,63,12,47,87,168,10,0,4,3,1,5,21,1592,18,207,225,14,Power Tools
1445,4,1,9466,1,16,2017-09-23,Diamond Tools,771,8,28,69,33,10,67,5,105,1,4,9,2,10,5,23,1052,8,85,239,15,Power Tools
1446,12,1,9537,1,16,2017-09-23,Drilling and Demolition Tools,644,181,57,40,48,10,20,22,176,25,5,6,4,2,7,17,1684,4,88,268,14,Power Tools
1447,44,1,1742,1,16,2017-09-23,Measuring Tools,1465,129,59,95,30,10,23,16,53,59,0,1,5,6,6,21,1208,28,128,264,48,Power Tools
1448,2,1,1058,0,16,2017-09-23,Cordless Power Tools,1023,47,34,47,64,24,215,74,25,54,1,7,10,6,5,6,1901,48,160,193,50,Power Tools
1449,7,1,2232,1,16,2017-09-23,Fastening Systems,671,164,25,78,90,30,238,67,131,54,5,8,9,8,5,10,1052,23,179,260,46,Power Tools
1450,24,1,9539,1,16,2017-09-24,Diamond Tools,766,42,37,94,70,14,87,45,114,46,3,9,0,6,9,24,1717,18,54,218,26,Power Tools
1451,16,1,2676,0,16,2017-09-24,Drilling and Demolition Tools,1450,124,31,87,44,5,115,21,54,52,0,2,10,1,1,2,1651,30,61,211,2,Power Tools
1452,14,1,6358,0,16,2017-09-24,Measuring Tools,1069,231,55,63,93,30,38,89,105,22,5,6,1,4,4,17,1277,42,2,169,2,Power Tools
1453,40,1,8535,0,16,2017-09-24,Cordless Power Tools,1608,81,36,77,100,29,236,60,180,53,4,6,4,2,9,3,1743,8,120,150,34,Power Tools
1454,43,1,3863,0,16,2017-09-24,Fastening Systems,1077,221,21,57,30,20,149,89,141,24,1,4,0,7,0,0,1473,38,30,195,39,Power Tools
1455,27,1,5497,0,16,2017-09-25,Diamond Tools,1790,63,20,96,75,28,250,57,169,56,4,9,3,3,1,17,1197,10,21,190,26,Power Tools
1456,16,1,7249,0,16,2017-09-25,Drilling and Demolition Tools,519,230,22,64,70,2,203,43,7,5,2,3,0,1,8,23,1570,13,147,261,24,Power Tools
1457,39,1,2698,0,16,2017-09-25,Measuring Tools,1824,56,39,46,38,8,198,48,122,45,0,8,5,0,3,12,1980,6,232,207,49,Power Tools
1458,40,1,8243,1,16,2017-09-25,Cordless Power Tools,1258,202,55,87,86,15,224,82,170,53,4,5,10,7,5,16,1882,26,90,245,7,Power Tools
1459,33,1,7788,0,16,2017-09-25,Fastening Systems,1584,236,21,71,81,11,51,88,34,29,2,9,0,6,5,20,1079,28,126,237,27,Power Tools
1460,18,1,5520,0,16,2017-09-26,Diamond Tools,824,79,31,84,55,20,0,4,61,17,5,6,10,9,4,7,1090,10,72,168,13,Power Tools
1461,35,1,3035,0,16,2017-09-26,Drilling and Demolition Tools,1737,27,48,48,50,20,85,17,146,39,1,0,10,10,2,4,1458,39,174,204,32,Power Tools
1462,18,1,7563,0,16,2017-09-26,Measuring Tools,1886,68,22,62,42,29,41,88,175,44,4,4,7,3,5,14,1504,21,2,200,36,Power Tools
1463,5,1,8528,1,16,2017-09-26,Cordless Power Tools,676,113,45,78,98,6,96,45,148,12,4,8,4,10,10,22,1814,11,179,235,42,Power Tools
1464,32,1,4367,0,16,2017-09-26,Fastening Systems,1290,114,34,47,81,30,211,53,19,3,3,7,10,9,2,17,1946,6,153,247,19,Power Tools
1465,44,1,2239,1,16,2017-09-27,Diamond Tools,1055,25,25,61,64,10,67,50,5,14,4,10,7,9,9,13,1790,34,240,196,10,Power Tools
1466,4,1,7607,0,16,2017-09-27,Drilling and Demolition Tools,523,184,50,79,67,14,202,60,38,10,1,7,8,7,6,13,1513,25,76,248,12,Power Tools
1467,40,1,7341,1,16,2017-09-27,Measuring Tools,1197,247,32,59,80,29,72,54,112,23,4,10,7,0,9,0,1151,8,235,153,0,Power Tools
1468,49,1,7377,1,16,2017-09-27,Cordless Power Tools,1187,73,30,68,32,5,194,42,108,33,3,2,4,2,7,6,1753,44,16,180,2,Power Tools
1469,35,1,5836,1,16,2017-09-27,Fastening Systems,814,147,57,98,94,4,229,50,51,50,3,3,2,8,10,5,1356,3,23,187,0,Power Tools
1470,5,1,1445,0,16,2017-09-28,Diamond Tools,1321,248,36,48,55,8,86,46,64,17,1,5,5,0,4,22,1203,47,125,243,30,Power Tools
1471,4,1,9764,0,16,2017-09-28,Drilling and Demolition Tools,1336,112,39,100,80,29,208,20,119,22,1,6,1,10,0,11,1055,29,203,209,29,Power Tools
1472,8,1,3985,0,16,2017-09-28,Measuring Tools,1053,15,59,85,75,19,6,56,95,50,5,10,5,3,8,24,1339,36,76,158,23,Power Tools
1473,3,1,3940,1,16,2017-09-28,Cordless Power Tools,784,48,50,43,53,29,23,84,117,28,5,5,1,2,10,3,1325,40,99,258,10,Power Tools
1474,50,1,9357,0,16,2017-09-28,Fastening Systems,1704,157,52,42,80,18,101,79,34,24,5,9,3,1,4,0,1880,17,80,210,49,Power Tools
1475,50,1,4111,0,16,2017-09-29,Diamond Tools,1785,147,34,88,99,26,175,3,171,52,4,10,10,7,2,24,1926,46,131,213,4,Power Tools
1476,37,1,8611,1,16,2017-09-29,Drilling and Demolition Tools,1463,1,43,88,64,7,143,88,80,0,5,9,0,8,7,3,1320,31,182,164,48,Power Tools
1477,30,1,9760,1,16,2017-09-29,Measuring Tools,1797,98,41,47,36,23,65,14,139,46,2,10,6,2,3,8,1248,2,90,242,32,Power Tools
1478,35,1,5680,1,16,2017-09-29,Cordless Power Tools,1433,243,26,43,33,2,250,49,64,53,3,5,9,0,9,10,1956,36,225,173,22,Power Tools
1479,41,1,3641,1,16,2017-09-29,Fastening Systems,1551,63,32,73,39,15,211,72,164,53,4,8,10,6,3,12,1285,29,223,203,11,Power Tools
1480,40,1,5286,1,16,2017-09-30,Diamond Tools,1966,129,29,71,52,9,245,35,143,59,2,3,10,10,6,14,1359,38,37,206,34,Power Tools
1481,36,1,2911,1,16,2017-09-30,Drilling and Demolition Tools,872,80,54,98,62,19,96,42,121,29,2,2,10,3,4,1,1232,49,119,227,39,Power Tools
1482,21,1,5734,0,16,2017-09-30,Measuring Tools,994,162,48,71,76,1,212,88,131,15,0,7,2,9,7,8,1772,38,205,195,35,Power Tools
1483,40,1,2579,0,16,2017-09-30,Cordless Power Tools,540,218,24,64,60,20,141,79,70,34,3,5,7,6,1,9,1883,36,128,245,48,Power Tools
1484,2,1,6047,1,16,2017-09-30,Fastening Systems,1131,6,39,75,94,19,181,33,161,40,3,0,0,3,6,22,1817,12,126,195,19,Power Tools
1485,29,1,2355,0,16,2017-10-01,Diamond Tools,1697,180,24,74,51,15,52,10,64,11,3,7,8,2,10,23,1981,24,184,254,22,Power Tools
1486,27,1,7556,0,16,2017-10-01,Drilling and Demolition Tools,546,119,32,78,39,1,136,9,135,47,3,5,6,6,7,5,1295,49,155,152,35,Power Tools
1487,26,1,3772,1,16,2017-10-01,Measuring Tools,1053,249,47,63,31,4,15,24,6,48,1,10,3,4,7,18,1079,15,205,258,46,Power Tools
1488,38,1,5797,0,16,2017-10-01,Cordless Power Tools,1427,65,60,52,58,25,12,79,96,8,4,6,8,5,8,20,1888,12,209,264,37,Power Tools
1489,2,1,7013,0,16,2017-10-01,Fastening Systems,544,113,52,68,39,18,125,56,124,56,0,3,4,0,9,12,1401,24,233,159,17,Power Tools
1490,13,1,8205,0,16,2017-10-02,Diamond Tools,1780,215,33,95,40,3,96,32,58,17,5,2,6,4,1,6,1833,44,191,198,14,Power Tools
1491,14,1,3549,0,16,2017-10-02,Drilling and Demolition Tools,1420,210,23,57,76,13,202,70,34,3,5,2,2,2,8,15,1652,27,73,223,16,Power Tools
1492,25,1,9556,1,16,2017-10-02,Measuring Tools,1210,47,20,62,32,3,132,34,86,53,0,9,2,2,10,6,1363,2,186,207,42,Power Tools
1493,47,1,4009,1,16,2017-10-02,Cordless Power Tools,502,9,23,47,49,12,186,28,170,26,4,6,6,6,5,18,1570,30,211,254,6,Power Tools
1494,39,1,4902,0,16,2017-10-02,Fastening Systems,776,221,24,84,62,22,169,16,159,33,4,1,6,9,7,1,1660,23,220,241,7,Power Tools
1495,48,1,9316,0,16,2017-10-03,Diamond Tools,585,216,37,47,35,10,220,58,49,9,1,0,4,5,2,14,1532,23,77,185,33,Power Tools
1496,20,1,6757,0,16,2017-10-03,Drilling and Demolition Tools,663,125,46,91,72,6,136,33,163,10,5,1,6,2,4,7,1379,2,130,159,25,Power Tools
1497,38,1,7392,1,16,2017-10-03,Measuring Tools,1861,123,38,93,38,5,73,40,29,32,4,7,3,4,2,5,1976,44,3,234,40,Power Tools
1498,1,1,7306,1,16,2017-10-03,Cordless Power Tools,1227,239,40,57,80,14,138,26,30,54,1,3,0,0,9,6,1865,43,57,171,48,Power Tools
1499,41,1,5267,0,16,2017-10-03,Fastening Systems,1926,131,27,89,57,13,33,67,29,0,1,10,0,1,9,8,1892,14,91,173,38,Power Tools
1500,19,1,8004,1,16,2017-10-04,Diamond Tools,769,158,25,50,54,1,90,31,157,44,4,7,5,3,5,14,1269,6,174,227,27,Power Tools
1501,29,1,6579,0,16,2017-10-04,Drilling and Demolition Tools,1444,155,22,62,57,12,166,46,42,44,4,8,0,9,4,22,1305,10,178,234,25,Power Tools
1502,36,1,6269,0,16,2017-10-04,Measuring Tools,873,141,25,77,55,2,93,50,162,52,2,9,0,7,2,8,1606,9,52,160,34,Power Tools
1503,28,1,5955,0,16,2017-10-04,Cordless Power Tools,1519,28,20,72,37,12,177,85,132,31,0,6,9,0,1,0,1026,8,139,242,14,Power Tools
1504,24,1,7444,1,16,2017-10-04,Fastening Systems,1752,178,50,43,50,19,108,38,122,4,1,10,6,4,7,6,1687,8,172,206,38,Power Tools
1505,40,1,8742,1,16,2017-10-05,Diamond Tools,1818,64,44,99,84,16,192,12,31,14,2,0,3,9,9,18,1664,12,101,183,25,Power Tools
1506,14,1,6079,1,16,2017-10-05,Drilling and Demolition Tools,1057,38,54,97,62,30,242,24,9,21,5,4,0,8,3,17,1886,18,173,224,15,Power Tools
1507,16,1,6022,1,16,2017-10-05,Measuring Tools,1182,67,31,51,43,1,232,0,1,47,1,4,1,2,10,0,1932,36,66,266,16,Power Tools
1508,50,1,7920,1,16,2017-10-05,Cordless Power Tools,1599,137,22,100,34,24,220,73,18,5,5,5,9,6,10,13,1715,27,202,224,13,Power Tools
1509,45,1,3075,1,16,2017-10-05,Fastening Systems,877,137,55,60,37,22,184,50,88,16,4,6,1,10,5,0,1310,33,248,202,37,Power Tools
1510,5,1,4705,1,16,2017-10-06,Diamond Tools,816,46,34,78,62,19,93,19,131,44,1,2,7,4,9,19,1515,23,73,160,32,Power Tools
1511,13,1,5479,1,16,2017-10-06,Drilling and Demolition Tools,1141,12,23,91,61,16,97,16,97,45,4,2,6,10,10,4,1443,9,62,184,19,Power Tools
1512,51,1,8232,1,16,2017-10-06,Measuring Tools,1301,20,41,75,39,24,193,50,147,15,0,5,7,9,9,3,1514,24,161,209,22,Power Tools
1513,9,1,3362,1,16,2017-10-06,Cordless Power Tools,1271,149,39,79,73,27,139,85,97,59,4,6,1,5,9,17,1259,7,117,219,5,Power Tools
1514,24,1,6187,1,16,2017-10-06,Fastening Systems,1345,200,34,78,76,8,181,8,169,52,0,5,2,8,5,14,1742,46,83,254,1,Power Tools
1515,14,1,4615,0,16,2017-10-07,Diamond Tools,1911,16,42,98,73,12,176,9,97,6,0,4,6,8,4,11,1623,16,6,247,31,Power Tools
1516,14,1,4561,1,16,2017-10-07,Drilling and Demolition Tools,707,5,40,70,32,4,100,47,15,56,2,2,0,4,3,23,1807,47,217,245,44,Power Tools
1517,42,1,1195,1,16,2017-10-07,Measuring Tools,1540,120,60,49,72,25,113,8,165,38,1,9,10,9,4,22,1609,46,16,187,22,Power Tools
1518,2,1,8708,0,16,2017-10-07,Cordless Power Tools,1509,48,39,41,81,26,106,30,92,48,0,3,2,1,3,3,1345,17,199,183,28,Power Tools
1519,38,1,6577,0,16,2017-10-07,Fastening Systems,1002,185,20,97,50,14,32,55,79,17,5,9,5,3,1,14,1098,7,129,151,48,Power Tools
1520,24,1,5200,1,16,2017-10-08,Diamond Tools,1335,66,43,64,69,23,247,80,17,12,3,5,8,3,2,19,1880,37,210,234,27,Power Tools
